11019.0	0.0
2124.0	6e-05
1174.0	0.00012
776.0	0.00018
574.0	0.00024
483.0	0.0003
405.0	0.00036
315.0	0.00042
248.0	0.00048
311.0	0.00054
284.0	0.0006
221.0	0.00066
202.0	0.00072
173.0	0.00078
188.0	0.00084
144.0	0.0009
128.0	0.00096
111.0	0.00102
128.0	0.00108
84.0	0.00114
125.0	0.0012
99.0	0.00126
94.0	0.00132
74.0	0.00138
86.0	0.00144
74.0	0.0015
80.0	0.00156
47.0	0.00162
95.0	0.00168
78.0	0.00174
57.0	0.0018
72.0	0.00186
70.0	0.00192
63.0	0.00198
62.0	0.00204
65.0	0.0021
67.0	0.00216
53.0	0.00222
48.0	0.00228
35.0	0.00234
43.0	0.0024
36.0	0.00246
30.0	0.00252
34.0	0.00258
53.0	0.00264
38.0	0.0027
28.0	0.00276
40.0	0.00282
47.0	0.00288
25.0	0.00294
29.0	0.003
15.0	0.00306
27.0	0.00312
18.0	0.00318
20.0	0.00324
28.0	0.0033
22.0	0.00336
35.0	0.00342
25.0	0.00348
19.0	0.00354
26.0	0.0036
22.0	0.00366
26.0	0.00372
21.0	0.00378
27.0	0.00384
18.0	0.0039
28.0	0.00396
25.0	0.00402
19.0	0.00408
26.0	0.00414
13.0	0.0042
25.0	0.00426
28.0	0.00432
34.0	0.00438
7.0	0.00444
15.0	0.0045
15.0	0.00456
23.0	0.00462
19.0	0.00468
18.0	0.00474
24.0	0.0048
14.0	0.00486
14.0	0.00492
24.0	0.00498
23.0	0.00504
11.0	0.0051
15.0	0.00516
16.0	0.00522
11.0	0.00528
12.0	0.00534
15.0	0.0054
14.0	0.00546
13.0	0.00552
15.0	0.00558
18.0	0.00564
11.0	0.0057
9.0	0.00576
17.0	0.00582
6.0	0.00588
12.0	0.00594
18.0	0.006
12.0	0.00606
8.0	0.00612
13.0	0.00618
4.0	0.00624
11.0	0.0063
10.0	0.00636
11.0	0.00642
9.0	0.00648
8.0	0.00654
11.0	0.0066
13.0	0.00666
9.0	0.00672
3.0	0.00678
11.0	0.00684
16.0	0.0069
12.0	0.00696
6.0	0.00702
6.0	0.00708
11.0	0.00714
11.0	0.0072
7.0	0.00726
13.0	0.00732
4.0	0.00738
6.0	0.00744
5.0	0.0075
14.0	0.00756
2.0	0.00762
7.0	0.00768
9.0	0.00774
7.0	0.0078
3.0	0.00786
6.0	0.00792
3.0	0.00798
6.0	0.00804
4.0	0.0081
10.0	0.00816
3.0	0.00822
10.0	0.00828
7.0	0.00834
4.0	0.0084
6.0	0.00846
5.0	0.00852
8.0	0.00858
4.0	0.00864
9.0	0.0087
12.0	0.00876
6.0	0.00882
7.0	0.00888
5.0	0.00894
12.0	0.009
9.0	0.00906
7.0	0.00912
8.0	0.00918
10.0	0.00924
3.0	0.0093
4.0	0.00936
6.0	0.00942
1.0	0.00948
6.0	0.00954
2.0	0.0096
3.0	0.00966
11.0	0.00972
9.0	0.00978
6.0	0.00984
11.0	0.0099
5.0	0.00996
4.0	0.01002
6.0	0.01008
5.0	0.01014
6.0	0.0102
1.0	0.01026
5.0	0.01032
6.0	0.01038
2.0	0.01044
8.0	0.0105
3.0	0.01056
6.0	0.01062
1.0	0.01068
5.0	0.01074
4.0	0.0108
0.0	0.01086
8.0	0.01092
3.0	0.01098
1.0	0.01104
3.0	0.0111
6.0	0.01116
3.0	0.01122
4.0	0.01128
8.0	0.01134
4.0	0.0114
6.0	0.01146
6.0	0.01152
2.0	0.01158
6.0	0.01164
2.0	0.0117
2.0	0.01176
8.0	0.01182
1.0	0.01188
2.0	0.01194
3.0	0.012
3.0	0.01206
4.0	0.01212
5.0	0.01218
2.0	0.01224
5.0	0.0123
3.0	0.01236
2.0	0.01242
2.0	0.01248
